name;planet_status;mass;radius;type;orbital_period;semi_major_axis;star_name;star_distance;star_teff;star_radius;temp_calculated;mag_v;mag_j;mag_k;scale_factor;tsm;esm;alternate_names;updated;observation_type;reference;molecules;albedo;phase_curve;comments
"WASP-107 b";"Confirmed";0.12;0.94;"Warm Jupiter";5.72149;0.055;"WASP-107";64.7414000;4430.0;0.66;739.9933284299;11.6;9.3780000;8.6370000;1.15;796.0498;97.3879;;"5/20/24";"G-B: High resolution IR";"2020AJ....159..115K";"{"He":"Detection"}";0;"No";"30 sigma detection of excess He absorption in WASP-107b's atmosphere using Keck/NIRSPEC"
"WASP-107 b";"Confirmed";0.12;0.94;"Warm Jupiter";5.72149;0.055;"WASP-107";64.7414000;4430.0;0.66;739.9933284299;11.6;9.3780000;8.6370000;1.15;796.0498;97.3879;;"5/20/24";"G-B: High resolution IR";2403.00608;"{"He":"Detection"}";;"No";"Confirmation of He detection with GIANO-B (8.17±0.80%)"
"WASP-111 b";"Confirmed";1.85;1.442;"UltraHot Jupiter";2.310965;0.03914;"WASP-111";210.0;6400.0;1.85;2140.0;10.3;;;1.15;;;;"10/29/14";"TESS";"2020AJ....160..155W";"[]";0;"Yes";"Weak secondary eclipse detection (102+/-38 ppm)"
"WASP-117 b";"Confirmed";0.3;0.98;"Hot Jupiter";10.020593;0.0714;"WASP-117";157.9630000;6040.0;1.17;1179.0;10.15;9.1430000;8.7800000;1.15;203.8436;61.3378;;"7/31/24";"HST WFC3";"2021A&A...646A.168C";"{"H2O":"Detection"}";0;"No";
"WASP-12 b";"Confirmed";1.47;1.9;"UltraHot Jupiter";1.09141937;0.02344;"WASP-12";432.5;6360.0;1.657;2593.0;11.69;10.48;10.19;1.15;179.597;199.8144;;"3/7/22";"TESS";2106.02610;"[]";0;"Yes";"Secondary eclipse (443+/-86 ppm), planetary phase curve, marginal eastward offset, and stellar ellipsoidal distortion."
"WASP-12 b";"Confirmed";1.47;1.9;"UltraHot Jupiter";1.09141937;0.02344;"WASP-12";432.5;6360.0;1.657;2593.0;11.69;10.48;10.19;1.15;179.597;199.8144;;"3/7/22";"HST WFC3";1309.5261;"{"TiO":"No detection"}";0;"No";
"WASP-12 b";"Confirmed";1.47;1.9;"UltraHot Jupiter";1.09141937;0.02344;"WASP-12";432.5;6360.0;1.657;2593.0;11.69;10.48;10.19;1.15;179.597;199.8144;;"3/7/22";"HST WFC3";"2018AJ....155..156T";"{"H2O":"Detection"}";0;"No";
"WASP-12 b";"Confirmed";1.47;1.9;"UltraHot Jupiter";1.09141937;0.02344;"WASP-12";432.5;6360.0;1.657;2593.0;11.69;10.48;10.19;1.15;179.597;199.8144;;"3/7/22";"HST WFC3";1805.10671;"{"He":"No detection"}";0;"No";"There is no significant increase in transit depth at 10833 Angs."
"WASP-12 b";"Confirmed";1.47;1.9;"UltraHot Jupiter";1.09141937;0.02344;"WASP-12";432.5;6360.0;1.657;2593.0;11.69;10.48;10.19;1.15;179.597;199.8144;;"3/7/22";"Spitzer";"2019MNRAS.489.1995B";"[]";0;"Yes";"Evidence for CO emission from gas lost by the planet"
"WASP-12 b";"Confirmed";1.47;1.9;"UltraHot Jupiter";1.09141937;0.02344;"WASP-12";432.5;6360.0;1.657;2593.0;11.69;10.48;10.19;1.15;179.597;199.8144;;"3/7/22";"HST STIS";"2017ApJ...847L...2B";"[]";0.064;"No";"Albedo measured to be < 0.064 (97.5% confidence level) across 290-570 nm"
"WASP-12 b";"Confirmed";1.47;1.9;"UltraHot Jupiter";1.09141937;0.02344;"WASP-12";432.5;6360.0;1.657;2593.0;11.69;10.48;10.19;1.15;179.597;199.8144;;"3/7/22";"HST WFC3";"2015ApJ...814...66K";"[]";0;"No";"H2O absorption detected at 7 sigma"
"WASP-12 b";"Confirmed";1.47;1.9;"UltraHot Jupiter";1.09141937;0.02344;"WASP-12";432.5;6360.0;1.657;2593.0;11.69;10.48;10.19;1.15;179.597;199.8144;;"3/7/22";"HST STIS";"2010ApJ...714L.222F";"{"Mg+":"Detection"}";0;"No";"Detection done with HST COS, not STIS, but HST COS not available. COS should be added to the list."
"WASP-12 b";"Confirmed";1.47;1.9;"UltraHot Jupiter";1.09141937;0.02344;"WASP-12";432.5;6360.0;1.657;2593.0;11.69;10.48;10.19;1.15;179.597;199.8144;;"3/7/22";"HST STIS";"2012ApJ...760...79H";"{"Fe+":"Detection"}";0;"No";"Detection done with HST COS, not STIS, but HST COS not available. COS should be added to the list."
"WASP-12 b";"Confirmed";1.47;1.9;"UltraHot Jupiter";1.09141937;0.02344;"WASP-12";432.5;6360.0;1.657;2593.0;11.69;10.48;10.19;1.15;179.597;199.8144;;"3/7/22";"Spitzer";2408.13308;"[]";0.35;"Yes";"Dayside and nightside temperatures from phase curve at 4.5 um."
"WASP-12 b";"Confirmed";1.47;1.9;"UltraHot Jupiter";1.09141937;0.02344;"WASP-12";432.5;6360.0;1.657;2593.0;11.69;10.48;10.19;1.15;179.597;199.8144;;"3/7/22";"G-B: High resolution visible";"2018AJ....156..154J";"{"H":"Detection","Na":"Detection"}";0;"No";"Detection of H-alpha and Na I doublet with the Hobby-Eberly Telescope"
"WASP-12 b";"Confirmed";1.47;1.9;"UltraHot Jupiter";1.09141937;0.02344;"WASP-12";432.5;6360.0;1.657;2593.0;11.69;10.48;10.19;1.15;179.597;199.8144;;"3/7/22";"G-B: High resolution visible";2401.02195;"{"Featureless spectra":"Detection","He":"Upper limit"}";;"No";
"WASP-12 b";"Confirmed";1.47;1.9;"UltraHot Jupiter";1.09141937;0.02344;"WASP-12";432.5;6360.0;1.657;2593.0;11.69;10.48;10.19;1.15;179.597;199.8144;;"3/7/22";"HST WFC3";2204.11729;"{"CO2":"Detection","H2O":"Detection"}";;"No";
"WASP-12 b";"Confirmed";1.47;1.9;"UltraHot Jupiter";1.09141937;0.02344;"WASP-12";432.5;6360.0;1.657;2593.0;11.69;10.48;10.19;1.15;179.597;199.8144;;"3/7/22";"G-B: High resolution visible";2410.21493;"{"H":"No detection","Ca":"Upper limit","Fe":"Upper limit","Fe+":"Upper limit","Cr":"Upper limit","Mg":"Upper limit","Ti":"Upper limit","TiO":"Upper limit","Ti+":"Upper limit"}";;"No";"Two transits with LBT/PEPSI. No detection of Halpha and Hbeta."
"WASP-120 b";"Confirmed";5.06;1.515;"Hot Jupiter";3.6112706;0.0522;"WASP-120";381.1740000;6450.0;1.93;1880.0;11.0;10.1480000;9.8770000;1.15;16.4713;66.7841;;"11/12/19";"G-B: High resolution visible";2403.15631;"{"Na":"Upper limit","H":"Upper limit"}";;"No";"Featureless spectra around the Na doublet and Halpha"
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"TESS";"2020AJ....160..155W";"[]";0;"Yes";"Strong detections of secondary eclipse (486+/-59 ppm) and planetary brightness modulation."
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"JWST-NIRSpec";2501.03844;"{"Atmospheric dynamics":"Detection"}";;"No";
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"G-B: High resolution IR";"2024A&A...692A.230C";"{"He":"Detection"}";;"No";
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"G-B: High resolution visible";2106.15394;"{"Sc+":"Detection"}";0;"No";"UVES spectrograph"
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"G-B: High resolution visible";2210.06892;"{"Ba+":"Detection"}";;"No";
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"G-B: High resolution visible";2210.12847;"{"Ca+":"Detection","V+":"Detection","Fe+":"Detection","Ni+":"Detection","Ti":"No detection"}";;"No";"A titanium cold-trap on the ultra-hot Jupiter WASP-121 b"
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"G-B: High resolution visible";2211.09621;"{"H":"Detection","Fe+":"Detection","Ca+":"Detection"}";;"No";
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"JWST-NIRSpec";2301.03209;"[]";;"Yes";
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"G-B: High resolution visible";2303.09376;"{"Na":"Detection"}";;"No";"Detection of a high-velocity sodium features"
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"HST WFC3";"2018AJ....155..156T";"{"H2O":"Detection"}";0;"No";
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"G-B: Low resolution visible";2304.00461;"{"TiO":"Detection","VO":"Detection","H2O":"Detection"}";;"No";"Chemical compositions of the terminator region may change over long timescales"
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"G-B: High resolution visible";2201.04025;"{"Fe":"Detection","Cr":"Detection","Mg":"Detection","V":"Detection"}";0;"No";
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"TESS";"2022RMxAA..58...99E";"[]";0;"Yes";
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"HST WFC3";2202.09884;"[]";0;"Yes";
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"G-B: High resolution visible";"2020A&A...641A.123H";"{"Mg":"Detection","Na":"Detection","Ca":"Detection","Cr":"Detection","Fe":"Detection","Ni":"Detection"}";0;"No";"V detection."
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"G-B: High resolution visible";"2020ApJ...897L...5B";"{"Cr":"Detection","Fe":"Detection","Fe+":"Detection","V":"Detection"}";0;"No";"Detection of Cr and V, and confirmation of Fe and Fe+ using HARPS observations"
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"G-B: High resolution IR";2406.09641;"{"CO":"Detection","H2O":"Detection"}";;"No";"Phase resolved detections of molecular absorptions"
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"Spitzer";2408.13308;"[]";0.31;"Yes";"Dayside and nightside temperatures from phase curve at 4.5 um."
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"Spitzer";"2023A&A...676A..54M";"[]";0.34;"Yes";"Td = 2680_{45}^{+60} K Tn = 1120_{-220}^{+165} K A Bond = 0.34_{-0.10}^{+0.08} Circ. eff. = 0.07_{-0.04}^{0.05}"
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"HST WFC3";2401.01465;"{"Molecular ratios: C\/O, etc...":"Detection","Cloudy":"Detection"}";;"No";"identified signals consistent with quasi-periodic weather patterns"
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"HST STIS";"2019AJ....158...91S";"{"Mg+":"Detection","Fe+":"Detection"}";0;"No";
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"G-B: High resolution visible";"2020MNRAS.494..363C";"{"H":"Detection","Na":"Detection","Fe":"Detection"}";0;"No";"H-alpha, Na I and Fe I detected with HARPS"
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"G-B: High resolution visible";"2021A&A...645A..24B";"{"Na":"Detection","H":"Detection","K":"Detection","Li":"Detection","Ca+":"Detection","Mg":"Detection","Fe":"Detection","Fe+":"Detection","Cr":"Detection"}";0;"No";"ESPRESSO and VLT data. Also detected V."
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"G-B: High resolution visible";2402.19352;"{"Fe":"Detection"}";;"No";"Unable to conclusively remark on the presence of NLTE effects in the atmosphere of WASP-121 b"
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"HST WFC3";2204.11729;"{"H2O":"Detection","H-":"Detection","VO":"Detection","TiO":"Detection"}";;"No";
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"G-B: High resolution IR";2410.18183;"{"CO":"Detection","H2O":"Detection","Fe":"Detection","Ni":"Detection","Molecular ratios: C\/O, etc...":"Detection"}";;"No";
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"G-B: High resolution visible";2205.01623;"{"Na":"Detection"}";;"No";"Confirmed the previously reported detections of Na using HARPS"
"WASP-121 b";"Confirmed";1.184;1.865;"UltraHot Jupiter";1.2749255;0.02544;"WASP-121";270.0;6460.0;1.458;2358.2301174049;10.4;9.6250000;9.3740000;1.15;367.2434;311.5408;;"1/6/24";"G-B: High resolution IR";2410.19017;"{"Molecular ratios: C\/O, etc...":"Detection","H2O":"Detection","CO":"Detection","OH":"Detection"}";;"No";"Emission observations with IGRINS"
"WASP-122 b";"Confirmed";1.401;1.792;"Hot Jupiter";1.7100567;0.03107;"WASP-122";;5730.0;1.567;1970.0;11.0;;;1.15;;;"KELT-14 b";"11/12/19";"TESS";"2020AJ....160..155W";"[]";0;"Yes";"Planetary phase curve measured. Secondary eclipse depth is 165+/-32 ppm."
"WASP-122 b";"Confirmed";1.401;1.792;"Hot Jupiter";1.7100567;0.03107;"WASP-122";;5730.0;1.567;1970.0;11.0;;;1.15;;;"KELT-14 b";"11/12/19";"Spitzer";2408.13308;"[]";0;"Yes";"Dayside and nightside temperatures from phase curve at 4.5 um."
"WASP-122 b";"Confirmed";1.401;1.792;"Hot Jupiter";1.7100567;0.03107;"WASP-122";;5730.0;1.567;1970.0;11.0;;;1.15;;;"KELT-14 b";"11/12/19";"G-B: High resolution visible";2410.00800;"{"Featureless spectra":"Detection"}";;"No";
"WASP-124 b";"Confirmed";0.6;1.24;"Hot Jupiter";3.37265;0.0499;"WASP-124";433.0;6050.0;1.02;1400.0;12.7;11.6500000;11.3100000;1.15;101.6809;55.0733;"TOI-113 b";"10/31/22";"G-B: Low resolution visible";2308.06263;"{"Featureless spectra":"Detection"}";;"No";
"WASP-127 b";"Confirmed";0.18;1.37;"Hot Jupiter";4.178062;0.052;"WASP-127";159.5070000;5620.0;1.39;1401.120537294;10.15;9.0920000;8.6410000;1.15;800.0794;135.1116;;"5/20/20";"G-B: High resolution visible";2412.04330;"{"Na":"Upper limit"}";;"No";"Unclear origin of small, but 5σ, Na absorption signal from the combination of several transits"
"WASP-127 b";"Confirmed";0.18;1.37;"Hot Jupiter";4.178062;0.052;"WASP-127";159.5070000;5620.0;1.39;1401.120537294;10.15;9.0920000;8.6410000;1.15;800.0794;135.1116;;"5/20/20";"G-B: High resolution IR";2404.12363;"{"CO":"Detection","H2O":"Detection"}";;"No";"The double peaked signal can be explained by a supersonic equatorial jet and muted signals at the poles"
"WASP-127 b";"Confirmed";0.18;1.37;"Hot Jupiter";4.178062;0.052;"WASP-127";159.5070000;5620.0;1.39;1401.120537294;10.15;9.0920000;8.6410000;1.15;800.0794;135.1116;;"5/20/20";"G-B: Low resolution visible";"2017A&A...602L..15P";"{"Rayleigh Scattering":"Detection","Na":"Upper limit"}";0;"No";
"WASP-127 b";"Confirmed";0.18;1.37;"Hot Jupiter";4.178062;0.052;"WASP-127";159.5070000;5620.0;1.39;1401.120537294;10.15;9.0920000;8.6410000;1.15;800.0794;135.1116;;"5/20/20";"G-B: Low resolution visible";"2018A&A...616A.145C";"{"Na":"Detection","K":"Detection","Li":"Detection","H2O":"Upper limit"}";;"No";"Detection of haze, Na, K, and Li in the super-Neptune WASP-127b, with GTC and NOT"
"WASP-127 b";"Confirmed";0.18;1.37;"Hot Jupiter";4.178062;0.052;"WASP-127";159.5070000;5620.0;1.39;1401.120537294;10.15;9.0920000;8.6410000;1.15;800.0794;135.1116;;"5/20/20";"G-B: High resolution IR";2007.06216;"{"He":"Upper limit"}";0;"No";"1 transit with Gemini/Phoenix, R=65 000. 90% confidence upper limit for excess absorption at 0.87% in a 0.75 Å passband."
"WASP-127 b";"Confirmed";0.18;1.37;"Hot Jupiter";4.178062;0.052;"WASP-127";159.5070000;5620.0;1.39;1401.120537294;10.15;9.0920000;8.6410000;1.15;800.0794;135.1116;;"5/20/20";"G-B: High resolution IR";2303.03232;"{"H2O":"Detection","OH":"Detection","CO":"Upper limit","CO2":"Upper limit"}";;"No";
"WASP-127 b";"Confirmed";0.18;1.37;"Hot Jupiter";4.178062;0.052;"WASP-127";159.5070000;5620.0;1.39;1401.120537294;10.15;9.0920000;8.6410000;1.15;800.0794;135.1116;;"5/20/20";"G-B: High resolution visible";"2020A&A...643A..45S";"{"Na":"No detection"}";0;"No";"Na detection is not significant, using transit observations with HARPS."
"WASP-127 b";"Confirmed";0.18;1.37;"Hot Jupiter";4.178062;0.052;"WASP-127";159.5070000;5620.0;1.39;1401.120537294;10.15;9.0920000;8.6410000;1.15;800.0794;135.1116;;"5/20/20";"HST WFC3";"2020AJ....160..109S";"{"H2O":"Detection","FeH":"Detection"}";0;"No";"Best-fit retrievals includes FeH, but it might also be another absorber"
"WASP-127 b";"Confirmed";0.18;1.37;"Hot Jupiter";4.178062;0.052;"WASP-127";159.5070000;5620.0;1.39;1401.120537294;10.15;9.0920000;8.6410000;1.15;800.0794;135.1116;;"5/20/20";"G-B: High resolution IR";2406.09225;"{"He":"Upper limit"}";;"No";
"WASP-127 b";"Confirmed";0.18;1.37;"Hot Jupiter";4.178062;0.052;"WASP-127";159.5070000;5620.0;1.39;1401.120537294;10.15;9.0920000;8.6410000;1.15;800.0794;135.1116;;"5/20/20";"G-B: High resolution IR";2406.14072;"{"H2O":"Detection","CO":"Detection","Molecular ratios: C\/O, etc...":"Detection"}";;"No";
"WASP-127 b";"Confirmed";0.18;1.37;"Hot Jupiter";4.178062;0.052;"WASP-127";159.5070000;5620.0;1.39;1401.120537294;10.15;9.0920000;8.6410000;1.15;800.0794;135.1116;;"5/20/20";"G-B: High resolution IR";2307.05580;"{"He":"Upper limit"}";;"No";"3sigma upper limit of <0.48 % with SPIRou."
"WASP-127 b";"Confirmed";0.18;1.37;"Hot Jupiter";4.178062;0.052;"WASP-127";159.5070000;5620.0;1.39;1401.120537294;10.15;9.0920000;8.6410000;1.15;800.0794;135.1116;;"5/20/20";"G-B: High resolution visible";"2020A&A...644A.155A";"{"H2O":"Upper limit","Na":"Detection","K":"Upper limit","Li":"Upper limit","H":"Upper limit"}";0;"No";"The upper limit on water vapour in the visible is consistent with its detection at low-resolution in the infrared."
"WASP-127 b";"Confirmed";0.18;1.37;"Hot Jupiter";4.178062;0.052;"WASP-127";159.5070000;5620.0;1.39;1401.120537294;10.15;9.0920000;8.6410000;1.15;800.0794;135.1116;;"5/20/20";"G-B: High resolution visible";"2020A&A...643A..45S";"{"Na":"Upper limit"}";0;"No";"Upper limit: 0.594%, compatible with previous studies, updating the erroneous claim of a large signature in Zak+2019."
"WASP-127 b";"Confirmed";0.18;1.37;"Hot Jupiter";4.178062;0.052;"WASP-127";159.5070000;5620.0;1.39;1401.120537294;10.15;9.0920000;8.6410000;1.15;800.0794;135.1116;;"5/20/20";"HST WFC3";2410.17368;"{"Cloudy":"Detection","Featureless spectra":"Detection"}";;"No";
"WASP-127 b";"Confirmed";0.18;1.37;"Hot Jupiter";4.178062;0.052;"WASP-127";159.5070000;5620.0;1.39;1401.120537294;10.15;9.0920000;8.6410000;1.15;800.0794;135.1116;;"5/20/20";"G-B: Low resolution visible";2410.18450;"{"Rayleigh Scattering":"Detection"}";;"No";
"WASP-130 b";"Confirmed";1.23;0.89;"Hot Jupiter";11.55098;0.1012;"WASP-130";180.0;5625.0;0.96;833.0;11.1;9.8960000;9.4610000;1.15;27.629;28.4427;;"7/11/16";"G-B: High resolution visible";2406.08558;"{"H2O":"Upper limit"}";;"No";"One transit with ESPRESSO"
"WASP-131 b";"Confirmed";0.27;1.22;"Hot Jupiter";5.322023;0.0607;"WASP-131";250.0;6030.0;1.53;1400.0;10.1;8.8950010;8.5730000;1.15;340.1408;83.8906;;"7/11/16";"G-B: High resolution visible";2403.15631;"{"Na":"Upper limit","H":"Upper limit"}";;"No";"Featureless spectra around the Na doublet and Halpha"
"WASP-14 b";"Confirmed";7.341;1.281;"Hot Jupiter";2.2437661;0.036;"WASP-14";160.0;6475.0;1.306;1880.5875899691;9.75;8.8690000;8.6210000;1.15;27.0207;185.1999;;"5/23/14";"Spitzer";"2015ApJ...811..122W";"[]";0;"No";"Eclipse depths consistent with a blackbody temperature of 2402 ± 35 K, albedo<0.08"
