,P_NAME,P_RADIUS,P_TEMP_EQUIL,P_ESCAPE,P_ECCENTRICITY,S_DISTANCE,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,P_ESI,S_TEMPERATURE,S_AGE,P_GRAVITY,P_DENSITY
5140,K2-292 b,2.63,745.30595,3.052145,0.04,114.293,1.2387966,0.83793434,1.9769775,0.24218592,5725,6.8,3.5420492,1.3467868
5141,K2-239 c,1,377.47524,0.9859006,,31.0849,0.01599558,0.10354201,0.26975169,0.53583521,3420,,0.972,0.972
5142,K2-158 c,1.28,929.93912,1.3050383,,197.299,0.68706844,0.63220344,1.5013619,0.2954401,5503,,1.3305664,1.039505
5143,K2-245 b,4.34,908.21863,2.0023028,,456.064,1.4859356,0.91398433,2.1524648,0.17333288,5793,,0.92378262,0.21285314
5144,Kepler-147 c,2.43,700.84638,1.6329932,0,1042.02,2.6730064,1.2096542,2.8335709,0.25623576,6012,4.47,1.0973937,0.45160234
5145,K2-226 b,1.54,1069.3618,1.3933982,,211.265,0.52966344,0.55757193,1.3274826,0.28152964,5424,,1.2607522,0.81867028
5146,HD 45364 c,14.2,239.5999,3.5054063,0.019,34.354,0.63679552,0.6099192,1.4501399,0.37992184,5466,,0.86534319,0.060939661
5147,Kepler-1257 b,1.52,1214.8028,1.3860204,0,1105.95,0.73113908,0.65220137,1.5489017,0.28066864,5502,4.37,1.2638504,0.83148054
5148,Kepler-1100 b,1.75,1024.6408,1.456022,0,693.618,1.2246162,0.8071374,1.8815324,0.2722588,6247,2.69,1.2114286,0.6922449
5149,Kepler-152 b,2.79,553.52707,1.7143711,0,441.09,0.34276779,0.45661078,1.1001868,0.27243354,5088,2,1.0534294,0.37757327
5150,Kepler-1327 b,1.8,755.19197,1.4700718,0,678.069,1.0864256,0.77718008,1.8259937,0.28196101,5885,4.07,1.2006173,0.6670096
5151,HIP 75092 b,13.5,318.70726,6.4916633,0.42,81.6696,10.471285,2.5474662,6.1864624,0.30316166,4891,4.3,3.1216069,0.23123014
5152,HIP 114933 b,13.4,290.55557,6.7833593,0.21,101.766,13.803843,2.9337071,7.144757,0.36126622,4823,3.4,3.4338779,0.25625954
5153,Kepler-1879 b,2.065,1029.3267,1.5435565,0,627.171,2.421029,1.161579,2.7305032,0.25641309,5865,4.3,1.1537853,0.55873379
5154,Kepler-1882 b,1.487,860.62122,1.3746675,0,443.371,1.7258379,0.99103609,2.3404075,0.29003321,5691,7.8,1.270821,0.85462071
5155,CFHTWIR-Oph 98 b,20.849,3.4920842,10.904382,,,0.0014125375,0.031056331,0.083994748,0.044671746,2320,0.003,5.7031771,0.27354679
5156,NGTS-16 b,14.572,1191.5132,3.8141669,0,898.168,1.3091819,0.87032653,2.0638542,0.064237767,5550,10.29,0.99834403,0.068511119
5157,NGTS-15 b,12.33,1154.4641,4.3998187,0,786.485,0.82035154,0.68694071,1.6265311,0.074527643,5600,3.28,1.5700247,0.12733372
5158,NGTS-17 b,13.899,1479.9987,4.1797591,0,1040.28,1.7418069,0.99803041,2.3596748,0.065644483,5650,9.22,1.2569528,0.090434762
5159,Kepler-1741 b,1.273,724.35899,1.3026048,0,270.739,0.057279603,0.19525672,0.50210407,0.30896084,3683,13.4,1.3328981,1.0470527
5160,Kepler-1750 b,6.004,320.31316,2.2390454,0,1497.33,1.1508004,0.81151668,1.9190266,0.41089956,5644,0.5,0.83499741,0.13907352
5161,Kepler-1782 b,2.229,766.72252,1.5850354,0,305.792,0.27797133,0.41430075,1.0044673,0.25929405,4931,14,1.1271141,0.50565909
5162,TOI-1442 b,1.17,968.76967,1.208941,,41.1659,0.010543869,0.084149037,0.22019185,0.29743508,3330,,1.2491782,1.0676737
5163,Kepler-1862 b,2.203,650.04005,1.5786248,0,1232.19,0.6095369,0.59060545,1.3966288,0.27507888,5644,0.4,1.1312103,0.51348629
5164,HD 106252 b,12.5,166.66622,15.945618,0.48,38.185,1.3273945,0.85963019,2.0202629,0.24807398,5874,4.19,20.341018,1.6272814
5165,HD 109286 b,13.2,214.72699,8.4848659,0.338,55.4156,0.82413812,0.68471848,1.616879,0.35919697,5694,,5.4540114,0.41318268
5166,HAT-P-63 b,12.543,1129.8981,3.9443898,0.069,4483.05,0.71449633,0.64846027,1.545093,0.07366095,5400,9,1.2403899,0.09889101
5167,Kepler-1771 b,4.055,391.1582,1.9551065,0,565.752,0.8090959,0.67976942,1.606693,0.34870009,5661,0.8,0.94264893,0.23246583
5168,Kepler-1776 b,2.612,607.46667,1.6751951,0,690.336,1.4588143,0.90128961,2.1182745,0.26420619,5872,0.6,1.0743793,0.41132438
5169,Kepler-1763 b,1.147,1860.5149,1.1773805,0,756.486,1.8793168,1.0214216,2.3991329,0.29173347,5897,5.4,1.2085658,1.0536755
5170,Kepler-1764 b,4.555,545.84892,2.0315838,0,1542.48,2.6001596,1.1612044,2.6970055,0.21367738,6461,0.24,0.90611034,0.19892653
5171,Kepler-1765 b,2.495,777.88436,1.6484644,0,764.456,0.73113908,0.64500587,1.5231879,0.24567604,5692,11.9,1.0891523,0.43653397
5172,Kepler-1779 b,3.033,696.18742,1.764208,0,908.501,0.89125094,0.71052651,1.6761482,0.23029047,5730,0.6,1.0261886,0.33834111
5173,Kepler-1873 b,1.626,1778.2578,1.4202888,0,820.957,0.38904514,0.48491652,1.1656052,0.27365833,5151,1,1.2406028,0.76297836
5174,Kepler-1878 b,2.92,1242.8847,1.7419089,0,1494.3,1.5381546,0.92289093,2.1665941,0.21486754,5918,,1.0391255,0.35586491
5175,KMT-2018-BLG-1976L b,13.3,,7.2836157,,5840,,,,,,,3.9888013,0.29990987
5176,KMT-2018-BLG-1996L b,13.7,,5.0286258,,5910,,,,,,,1.8457721,0.13472789
5177,OGLE-2019-BLG-0954L b,12.3,,19.155257,,3630,,,,,,,29.831207,2.4253014
5178,Kepler-1488 b,1.86,747.14795,1.4883057,0,905.825,3.8636698,1.4714027,3.4627652,0.27965379,5820,6.92,1.1908891,0.64026297
5179,Kepler-1311 b,1.24,1062.9224,1.2920352,0,866.331,2.9648314,1.2945315,3.0523319,0.29346979,5748,7.59,1.3462539,1.0856886
5180,Kepler-1321 c,2.4,949.17017,1.6266018,0,769.146,0.1374042,0.30000266,0.7557986,0.24203868,4094,4.17,1.1024306,0.45934606
5181,Kepler-1696 b,2.81,484.5173,1.7176082,0,1506.36,1.3772095,0.88419241,2.086865,0.30649676,5712,,1.0498854,0.37362469
5182,KMT-2019-BLG-0371L b,12.6,,13.936587,,7010,,,,,,,15.414958,1.2234094
5183,HD 24040 b,13,134.60888,9.7144769,0.04,46.6224,1.8879913,1.0296823,2.424365,0.14383416,5802,6.68,7.2593124,0.55840865
5184,HD 3765 b,8.56,137.30765,2.5344429,0.298,17.926,0.38370725,0.48402098,1.1679547,0.18726935,5049.8,2,0.75039728,0.087663233
5185,Kepler-1812 b,2.325,1082.104,1.6077768,0,1409.19,1.9054607,1.011277,2.3607379,0.24283783,6174,1,1.1118048,0.47819563
5186,Kepler-1822 b,2.648,574.20647,1.6829517,0,897.597,0.51760683,0.55892759,1.3428073,0.27182588,5165,0.8,1.0696096,0.40393113
5187,K2-347 b,2.41,604.50496,1.6283281,,320.336,0.12764388,0.28468327,0.70016144,0.27459439,4599,,1.1001877,0.45650941
5188,K2-343 c,2.02,454.11472,1.5318403,,166.169,0.036391504,0.15532601,0.39701131,0.373046,3804,,1.1616508,0.57507466
5189,K2-332 b,2.2,264.74322,1.5782614,,123.202,0.0086099375,0.076053351,0.19915248,0.72932121,3315,,1.1322314,0.51465064
5190,K2-338 b,1.03,769.56315,1.0239842,,156.951,0.14588143,0.30480472,0.75104805,0.30959265,4558,,1.0180036,0.98835299
5191,K2-341 b,3.21,592.01767,1.7999654,,421.408,1.3365955,0.86558599,2.0372083,0.24257805,5817,,1.009307,0.31442585
5192,EPIC 212297394 c,2.27,827.99147,1.5943181,,418.395,0.34119291,0.45365066,1.0896402,0.25312883,5171,,1.1197578,0.49328538
5193,EPIC 212587672 c,2.32,653.47902,1.6068281,,320.07,1.0914403,0.7733451,1.8118611,0.26862097,6004,,1.1128864,0.47969243
5194,EPIC 212587672 b,1.26,737.66165,1.3001831,,320.07,1.0139114,0.74537246,1.7463243,0.30792694,6004,,1.3416478,1.0647998
5195,K2-354 b,1.56,530.79588,1.398259,,91.722,0.02432204,0.1272618,0.32748355,0.34559497,3669,,1.2532873,0.8033893
5196,K2-331 b,1.79,878.69051,1.468477,,211.43,1.1455129,0.79275397,1.8577575,0.27463287,5994,,1.2047065,0.67302037
5197,K2-345 b,2.11,430.28523,1.5546902,,162.408,0.047863009,0.17821011,0.45607327,0.39269716,3779,,1.1455268,0.54290371
5198,K2-268 d,1.49,864.09291,1.3781614,,327.783,0.33806484,0.45306017,1.090881,0.28973179,5106,,1.2747174,0.855515
5199,K2-268 e,1.33,781.08601,1.3235859,,327.783,0.33806484,0.45306017,1.090881,0.3014975,5106,,1.3172028,0.99037803
5200,K2-331 c,2.72,652.09116,1.6988318,,211.43,1.1455129,0.79275397,1.8577575,0.25006166,5994,,1.0610402,0.39008832
5201,KMT-2018-BLG-1025L b,2.34,,1.6091352,,6705,,,,,,,1.1065454,0.47288265
5202,K2-268 f,2.23,480.90416,1.58468,,327.783,0.33806484,0.45306017,1.090881,0.33880029,5106,,1.1261035,0.50497914
5203,K2-335 b,2.21,957.20897,1.5804232,,557.993,2.4831331,1.1510776,2.6845703,0.25092585,6222,,1.130198,0.51140181
5204,K2-336 b,1.22,553.26839,1.2739509,,239.289,0.45185594,0.5149925,1.2261084,0.34992987,5424,,1.3302876,1.0903996
5205,Kepler-1826 b,1.475,914.97643,1.3728604,0,336.952,0.075509223,0.22367274,0.57121833,0.28828182,3821,13.8,1.2777937,0.86630084
5206,Kepler-1830 b,3.33,641.66379,1.8257419,0,1056.88,4.2756289,1.5161424,3.5402957,0.22703399,6160,0.32,1.001001,0.3006009
5207,Kepler-1840 b,2.778,266.62668,1.7107209,0,513.107,0.25882129,0.40037867,0.97202897,0.66106477,4898,14,1.0534794,0.37922226
5208,K2-349 b,1.38,784.96168,1.3405601,,453.567,0.43052661,0.5267309,1.3083885,0.29925286,4385,,1.3022474,0.94365756
5209,K2-350 c,2.74,668.63467,1.7033672,,489.368,0.97274722,0.7396791,1.7421535,0.24646998,5789,,1.058927,0.38646969
5210,K2-352 c,1.92,872.64591,1.5051993,,176.051,0.86496792,0.69741463,1.6425222,0.268345,5791,,1.180013,0.61459012
5211,K2-185 c,2.39,464.32896,1.6235711,,268.357,0.81283052,0.67619116,1.5926635,0.3429407,5788,,1.1029219,0.46147358
5212,K2-350 b,1.54,1127.9973,1.3933982,,489.368,0.97274722,0.7396791,1.7421535,0.28067832,5789,,1.2607522,0.81867028
5213,K2-352 d,2.23,716.5944,1.58468,,176.051,0.86496792,0.69741463,1.6425222,0.26409076,5791,,1.1261035,0.50497914
5214,K2-352 b,1.37,1142.8693,1.3372813,,176.051,0.86496792,0.69741463,1.6425222,0.28776834,5791,,1.3053439,0.95280578
5215,K2-351 b,2.54,927.75292,1.6589058,,694.734,1.0568175,0.77190812,1.8190278,0.23620388,5769,,1.0834522,0.42655597
5216,K2-343 b,1.65,636.56224,1.4270121,,166.169,0.036391504,0.15532601,0.39701131,0.30622684,3804,,1.2341598,0.74797562
5217,K2-337 b,2.62,838.48646,1.6771932,,421.636,1.7782794,0.9952757,2.3393426,0.23620557,5869,,1.0736554,0.40979213
5218,K2-339 b,1.92,488.73445,1.5051993,,360.36,0.22284351,0.37219355,0.9051438,0.35068308,4857,,1.180013,0.61459012
5219,K2-340 b,3.36,594.2674,1.8257419,,738.136,0.99540542,0.75968505,1.8024795,0.23625719,5532,,0.99206349,0.29525699
5220,K2-342 b,2.03,848.28587,1.5344966,,208.357,1.2387966,0.82812809,1.9440334,0.26394722,5920,,1.1599408,0.5713994
5221,HD 39194 d,1.83,464.68709,1.4784425,0.333,26.4131,0.38994199,0.4841235,1.1613826,0.36610416,5205,10,1.194422,0.65268964
5222,HD 25723 b,13.3,638.94449,7.7293067,0.04,114.816,87.902252,7.4212051,18.117721,0.09341192,4766,0.95,4.4918934,0.33773634
5223,CD Cet b,1.82,435.77654,1.4732039,,8.60715,0.0029308932,0.044456051,0.11744318,0.40416679,3130,3,1.1924888,0.65521364
5224,OGLE-2018-BLG-1185L b,2.83,,1.7228459,,7400,,,,,,,1.0488332,0.37061243
5225,TCP J05074264+2447555 b,4.72,315.34488,2.0584674,,505,2.0749135,1.0792565,2.5408873,0.459121,5805,,0.89773054,0.19019715
5226,EPIC 206024342 d,2.6,683.13984,1.6721704,,369.888,0.67608298,0.61906452,1.4606279,0.25063549,5724,,1.0754438,0.41363223
5227,17 Sco b,12.9,774.13713,10.316761,0.06,124.953,179.47336,10.825317,27.187798,0.08151397,4157,5.13,8.2508186,0.63959834
5228,HD 39194 c,2.39,626.30123,1.6235711,0.154,26.4131,0.38994199,0.4841235,1.1613826,0.26987945,5205,10,1.1029219,0.46147358
5229,EPIC 228836835 b,1.1,924.84816,1.1159993,,150.124,0.024434306,0.12732394,0.32579702,0.30017627,3782,,1.1322314,1.0293013
5230,Kepler-1852 b,1.886,719.65148,1.4958408,0,772.481,0.36982818,0.47068101,1.1278281,0.28119072,5237,8.6,1.1863944,0.62905321
5231,Kepler-385 b,2.73,888.61541,2.1653278,0,1432.61,1.3931568,0.85680577,1.9944531,0.22913581,6326,3.31,1.7174523,0.62910339
5232,Kepler-1947 b,1.01,1018.3918,1,0,468.771,1.2912193,0.83930297,1.9648064,0.29839956,6040,,0.99009901,0.98029605
5233,Kepler-1933 b,1.18,1006.047,1.2212802,0,328.007,0.76559661,0.66124381,1.5629061,0.29625688,5661,,1.2640046,1.0711903
5234,K2-168 b,1.86,669.21712,1.4883057,,243.935,0.66680677,0.62282252,1.4790979,0.28941725,5502.7,,1.1908891,0.64026297
5235,HD 96700 d,3.61,422.08353,1.8756347,0.27,25.4111,1.3803843,0.87816277,2.0653242,0.32011205,5845,8.6,0.97451677,0.26994924
5236,EPIC 206024342 c,1.4,1723.7593,1.3469542,,369.888,0.67608298,0.61906452,1.4606279,0.28380461,5724,,1.2959184,0.92565598
5237,OGLE-2007-BLG-349L AB c,10.7,,2.7343437,,2760,,,,,,,0.69875098,0.06530383
5238,HD 189567 c,2.54,690.50519,1.660092,0.16,17.9055,2.1086281,1.0931608,2.5790743,0.25195293,5726,11,1.0850022,0.42716621
5239,HD 93385 b,1.88,1037.9342,1.4946714,0.295,43.3475,1.6106456,0.9409985,2.2060206,0.26518935,5977,3.3,1.1883205,0.63208538
5240,Kepler-1909 b,1.092,1045.2953,1.1036071,0,763.662,0.26546056,0.40479536,0.98126152,0.29717579,4935,13.9,1.1153377,1.0213715
5241,Kepler-1939 b,1.165,875.44018,1.2008581,0,189.833,0.15559656,0.31697516,0.78855943,0.30088024,4353,,1.2378198,1.0625063
5242,Kepler-1719 b,3.95,1328.2192,1.9356744,0,905.406,3.3573761,1.3825875,3.2654534,0.17848611,5687,7.7,0.94856593,0.24014327
5243,Kepler-1932 b,1.515,1875.6299,1.3859264,0,713.733,0.44463127,0.51496713,1.2321463,0.27869176,5278,,1.2678496,0.83686439
5244,HD 93385 c,2.56,855.34873,1.6653641,0.2,43.3475,1.6106456,0.9409985,2.2060206,0.23778008,5977,3.3,1.083374,0.42319298
5245,EPIC 220492298 b,0.99,2000.2251,0.97286415,,624.512,0.97948999,0.74973967,1.774179,0.29325625,5620,,0.9560249,0.96568171
5246,EPIC 201595106 b,1.3,1867.9978,1.3126602,,232.1,0.9418896,0.72649318,1.7097123,0.28738835,5820,,1.3254438,1.0195721
5247,EPIC 212624936 c,2.3,744.5788,1.6016296,,561.929,0.75162289,0.65113331,1.5345821,0.25775504,5765,,1.1153119,0.48491822
5248,HD 96700 b,2.93,989.39485,1.7428547,0.138,25.4111,1.3803843,0.87816277,2.0653242,0.21769717,5845,8.6,1.036704,0.35382388
5249,HD 93385 d,2.89,566.35102,1.7350448,0.09,43.3475,1.6106456,0.9409985,2.2060206,0.26318084,5977,3.3,1.0416542,0.36043398
5250,HD 154088 b,2.46,640.44021,1.6379642,0.344,18.2692,0.73960528,0.66070842,1.5756432,0.26145768,5374,8,1.0906207,0.44334173
5251,HD 156668 b,1.87,1300.513,1.4897152,0,24.3323,1.6982437,1.0277873,2.5002272,0.26310781,4850,8.6,1.1867654,0.63463391
5252,Kepler-1737 b,5.395,383.46125,2.1569553,0,,0.45289758,0.52602735,1.269654,0.3193557,5043,13.7,0.86236441,0.15984512
5253,K2-264 c,2.668,319.01788,1.6877724,0.45,185.605,0.033036954,0.14833939,0.38189417,0.5283565,3660,,1.0676821,0.40018068
5254,Kepler-1700 b,2.901,319.80093,1.7377136,0,717.597,1.4256076,0.8823836,2.0660707,0.54235514,6031,,1.0408991,0.35880701
5255,K2-184 b,1.47,493.23031,1.3702376,,75.5857,0.3990249,0.48870069,1.1706703,0.37224678,5245,,1.2772456,0.86887455
5256,Kepler-1514 c,1.176,968.04017,1.2163847,0.32,397.292,2.128139,1.0706231,2.5007384,0.2967942,6145,2.9,1.2581563,1.0698608
5257,Kepler-501 b,4.3,1152.0357,1.9941776,0,1125.24,1.6443717,0.95503707,2.2428235,0.16989008,5904,3.31,0.92482423,0.2150754
5258,Kepler-196 c,2.24,414.7096,1.5881818,0,451.312,0.40457589,0.49507928,1.1910614,0.40414411,5128,3.98,1.1260364,0.5026948
5259,V830 Tau b,14,1117.2807,3.9864144,0,130.111,1.2022644,0.8837904,2.2095881,0.067165707,4250,0.002,1.1351071,0.081079082
5260,HD 164922 c,3.66,400.01857,1.8846518,0.12,22.0016,0.70957777,0.64658391,1.5411342,0.35021304,5390,9.58,0.97046791,0.26515517
5261,HD 164922 d,1.83,727.84471,1.4784425,0.12,22.0016,0.70957777,0.64658391,1.5411342,0.28293361,5390,9.58,1.194422,0.65268964
5262,K2-404 b,2.53,418.09439,1.6562255,,121.63,0.057676646,0.19573036,0.50168873,0.38272837,3748,,1.0842225,0.42854646
5263,K2-409 b,2.482,1652.9032,1.6454464,,431.031,1.4859356,0.91678739,2.162014,0.23224481,5742,,1.0908517,0.43950512
5264,Kepler-1758 b,2.571,1110.9435,1.6653048,0,1588.41,3.0549211,1.3289426,3.1507239,0.23105808,5557,0.4,1.078662,0.41954959
5265,Kepler-913 b,2.06,681.79549,1.5422843,0,991.618,0.52239619,0.57395803,1.4060714,0.27716055,4687,5.62,1.15468,0.56052427
5266,Kepler-1775 b,3.648,464.86951,1.8804745,0,657.023,1.761976,0.99376568,2.3388263,0.28548033,5818,0.4,0.96934874,0.2657206
5267,BD-11 4672 c,4.04,289.73241,1.9505013,0.4,27.1665,0.15703628,0.31633565,0.77974595,0.52005613,4550,7.4,0.94169689,0.23309329
5268,HD 331093 b,13.6,207.93438,5.9206928,0.59,50.1928,1.0139114,0.76618364,1.8172279,0.36551893,5544,,2.5775444,0.18952532
5269,KIC 8121913 b,13.4,1759.3483,7.0575441,,707.303,5.4954087,1.738337,4.075414,0.067327577,5975.3,,3.7170843,0.27739435
5270,HD 168009 b,3.05,803.65419,1.7681008,0.12,23.3032,1.4125375,0.89191225,2.1012991,0.21991928,5778.33,9.68,1.0249772,0.33605808
5271,HD 360 b,14,700.58288,4.1263207,0.139,111.542,55.207744,5.8803258,14.353427,0.08225375,4770,,1.2161802,0.086870011
5272,Kepler-1671 b,1.326,986.4134,1.3227331,0,357.059,0.54200089,0.57280738,1.3776679,0.29218342,5135.55,13.4,1.3194743,0.99507866
5273,Kepler-1675 b,3.125,494.71667,1.7825824,0,651.117,1.3458604,0.86668169,2.0378991,0.28589243,5853.19,1.9,1.016832,0.32538624
5274,Kepler-1781 b,2.381,863.76134,1.6214646,0,962.63,0.43551187,0.50145166,1.1884704,0.24600052,5568,0.9,1.1042198,0.46376305
5275,Kepler-1769 b,4.465,456.59021,2.0189472,0,438.412,1.6405898,0.94427118,2.2090389,0.26519546,6071,2.67,0.91291105,0.20445936
5276,Kepler-1770 b,2.841,636.05133,1.7246173,0,582.942,0.6180164,0.59616773,1.4115161,0.24769975,5602,12.3,1.0469218,0.36850468
5277,Kepler-1815 b,2.749,798.18242,1.7048494,0,1006.63,0.9332543,0.73626344,1.7477743,0.23286484,5516,13.5,1.0572977,0.38461176
5278,HD 22496 b,2.22,573.87145,1.5839852,,13.5956,0.066988461,0.20777285,0.51610341,0.2930226,4385,,1.1301842,0.509092
5279,K2-395 b,2.597,858.27443,1.6719848,,286.727,0.38636698,0.48670275,1.1764033,0.23627455,5007,,1.0764472,0.41449641
5280,HD 211403 b,12.8,358.28384,11.728602,0.084,83.0919,2.3120648,1.1073011,2.5800037,0.26354233,6273,,10.746883,0.83960026
5281,HD 29021 b,12.9,149.90271,10.494343,0.459,30.9939,0.6591739,0.61720678,1.4631715,0.19509826,5560,7.4,8.5373053,0.66180661
5282,Kepler-1165 c,3.361,788.81807,1.8254702,0,1575.2,3.5645113,1.3768764,3.2095408,0.20926376,6249,0.3,0.99147324,0.29499353
5283,Kepler-1794 b,1.794,625.42917,1.4687378,0,561.229,0.24490632,0.38664951,0.93291491,0.30125562,5052,14,1.2024474,0.67026054
5284,Kepler-1795 b,1.663,520.49415,1.4298594,0,,0.17498467,0.3345195,0.82646947,0.34551175,4500,5.8,1.2294034,0.73926845
5285,Kepler-1828 b,2.116,786.16503,1.5570439,0,871.81,0.7744618,0.6593234,1.5522007,0.26340908,5806,0.4,1.1457399,0.54146498
5286,Kepler-1843 b,2.709,772.86147,1.6968474,0,784.625,2.4774221,1.2060064,2.8714812,0.23639243,5422,10.8,1.0628613,0.39234452
5287,Kepler-1716 b,2.425,406.35158,1.6321512,0,195.439,0.23768403,0.38375104,0.93181483,0.40436966,4894,7.9,1.0985227,0.45299905
5288,Kepler-487 c,2.68,498.35793,1.6895199,0,872.343,0.67142885,0.62706497,1.4919618,0.30389706,5444,5.62,1.0651036,0.39742671
5289,Kepler-1755 b,5.917,730.30065,2.2290658,0,982.383,1.8793168,1.0097157,2.3613793,0.14917232,6086,0.3,0.83973875,0.14191968
5290,Kepler-1777 b,2.132,778.43146,1.5602352,0,619.146,0.92682982,0.72279217,1.7031934,0.26318551,5771,3.1,1.1418077,0.53555707
5291,Kepler-1780 b,3.606,343.81978,1.8766747,0,790.516,0.60673633,0.59746268,1.4234391,0.44848745,5403,0.6,0.97667996,0.27084857
5292,Kepler-1674 b,3.206,411.91922,1.8010879,0,1012.48,0.62230029,0.60266686,1.4325349,0.35587128,5473.91,0.5,1.0118271,0.31560421
5293,Kepler-1677 b,2.702,736.30322,1.6946819,0,735.369,1.840772,1.0037271,2.3511028,0.23984581,6013.72,0.3,1.0628966,0.39337403
5294,KIC 8540376 b,4.1,665.12293,1.9630737,,1072.3,1.840772,0.97628986,2.2670701,0.19781824,6474,,0.93991672,0.22924798
5295,Kepler-1854 b,2.587,420.03379,1.6694346,0,423.348,0.33189446,0.45067833,1.088512,0.37715145,5026,0.7,1.0773143,0.41643381
5296,Kepler-1855 b,1.216,1127.1995,1.2695834,0,,0.050699071,0.18425234,0.4790797,0.29320405,3460,13.8,1.325528,1.0900724
5297,HD 18438 b,12.1,969.87978,23.48623,0.1,224.146,928.96639,24.791475,63.189314,0.078249312,3860,5.5,45.587027,3.7675229
5298,Kepler-1690 b,2.811,262.91315,1.7183381,0,703.789,0.57147864,0.57981116,1.3813391,0.66103435,5404,8.5,1.0504041,0.3736763
5299,Kepler-1874 b,2.211,356.14289,1.5800658,0,408.007,0.26485001,0.40844745,0.99998937,0.50777843,4701,13.8,1.1291759,0.51070822
5300,Kepler-1881 b,2.981,291.36908,1.7538954,0,1057.21,0.4931738,0.54641262,1.3142126,0.6022108,5135,0.9,1.0319185,0.3461652
5301,Kepler-1682 b,2.889,675.76109,1.7353451,0,1159.85,0.63679552,0.60455096,1.4306423,0.23897368,5619.12,5.7,1.0423754,0.36080839
5302,Kepler-1827 b,1.856,1329.9766,1.4862879,0,686.461,1.5381546,0.95022238,2.2623897,0.2636364,5423,13.2,1.1902218,0.64128332
5303,Kepler-1684 b,2.871,357.24743,1.7307432,0,621.996,0.19633603,0.35159204,0.8605824,0.46115427,4706.54,,1.0433549,0.36341167
5304,Kepler-1838 b,1.66,1048.2007,1.4311509,0,451.242,3.4434993,1.3843076,3.2530923,0.27622274,5877,6.2,1.2338511,0.74328378
5305,Kepler-1839 b,1.949,1178.3259,1.5127303,0,1136.6,1.5559656,0.92776695,2.1776212,0.26011551,5926,0.4,1.1741165,0.60241994
5306,Kepler-529 b,1.86,1632.565,1.4883057,0,799.008,1.6106456,0.93470073,2.1858984,0.26241896,6087,3.98,1.1908891,0.64026297
5307,Kepler-1693 b,1.289,706.68217,1.309392,0,760.065,0.60534087,0.595796,1.4181013,0.310571,5432.34,0.8,1.3301066,1.0318903
5308,Kepler-394 c,1.66,791.86905,1.4290447,0,1058.72,1.1297959,0.76809818,1.7856586,0.2859877,6402,0.25,1.2302221,0.74109765
5309,Kepler-394 d,1.501,1033.3167,1.380361,0,1058.72,1.1297959,0.7682801,1.7861988,0.28394775,6398,0.25,1.269418,0.84571485
5310,Kepler-27 d,2.706,815.57044,1.6956097,0,1044.36,0.46881338,0.52954737,1.2682456,0.23366136,5251,1.9,1.0624879,0.39264152
5311,Kepler-281 d,5.937,375.11336,2.2290894,0,1745.45,1.3995873,0.89108128,2.1028331,0.31882563,5717,0.6,0.83692765,0.14096811
5312,Kepler-1693 c,0.977,926.64001,0.9565804,0,760.065,0.60534087,0.59170715,1.40302,0.30087632,5553,0.8,0.93658757,0.95863621
5313,Kepler-1802 c,2.322,357.74947,1.6074761,0,636.694,0.11885022,0.27791401,0.6949889,0.49620377,4245,13.9,1.1128249,0.47925274
5314,Kepler-534 b,2.24,777.3313,1.5881818,0,570.659,1.4028137,0.88317758,2.0750874,0.25791434,5884,1.58,1.1260364,0.5026948
5315,Kepler-381 d,1.067,1174.6007,1.0736688,0,267.323,3.2658783,1.3220966,3.0849177,0.29564193,6197,2.57,1.0803793,1.0125392
5316,Kepler-324 e,2.039,651.02485,1.5359035,0,501.574,0.49203954,0.54421756,1.3062131,0.28328405,5191,0.8,1.1569394,0.56740531
5317,Kepler-1315 c,1.844,701.471,1.4838246,0,480.869,0.23550493,0.38327542,0.93362773,0.28555683,4818,14,1.1939997,0.64750523
5318,Kepler-1893 b,1.706,1244.1835,1.4425294,0,1050.72,1.4454398,0.9100783,2.1527858,0.27162343,5633,13.9,1.2197485,0.71497569
5319,K2-396 c,3.124,544.80301,1.7828677,,274.864,0.58884366,0.59394962,1.4232508,0.26138571,5236,,1.0174831,0.32569881
5320,K2-398 c,5.098,802.47597,2.1147913,,606.992,1.8197009,1.0020972,2.3509641,0.15981874,5946,,0.87727385,0.17208196
5321,K2-400 b,1.163,500.71754,1.1983078,,62.3804,0.017864876,0.10920983,0.28230723,0.37939486,3578,,1.2346875,1.0616401
5322,K2-402 b,2.678,802.79212,1.6901507,,523.055,1.61808,0.95817144,2.2612194,0.23567116,5716,,1.0666951,0.3983178
